donation_id,supporter_id,donation_type,donation_date,is_recurring,campaign_name,channel_source,currency_code,amount,estimated_value,impact_unit,notes,referral_post_id
211,19,Skills,2023-04-23,False,Summer of Safety,PartnerReferral,,,4.15,hours,Community outreach support,
212,13,Monetary,2023-11-03,False,GivingTuesday,Campaign,PHP,1395.79,1395.79,pesos,Recurring gift,
213,22,InKind,2025-01-08,False,,Campaign,,,413.32,items,Monthly contribution,
214,54,Skills,2025-01-04,True,,Campaign,,,5.98,hours,Campaign support,
215,43,InKind,2023-08-20,False,,Event,,,667.96,items,Campaign support,
216,33,Monetary,2025-04-01,False,,Direct,PHP,633.01,633.01,pesos,Recurring gift,
217,20,Monetary,2024-11-11,True,Year-End Hope,Event,PHP,1179.47,1179.47,pesos,In support of safehouse operations,
218,1,Monetary,2024-12-11,True,Year-End Hope,Event,PHP,376.97,376.97,pesos,Community outreach support,
219,6,Monetary,2025-02-15,False,,Event,PHP,409.44,409.44,pesos,Community outreach support,
220,12,Monetary,2025-08-24,False,,SocialMedia,PHP,836.04,836.04,pesos,Recurring gift,140
221,56,InKind,2023-03-29,False,,Event,,,300.0,items,In support of safehouse operations,
222,47,InKind,2024-06-30,False,Back to School,SocialMedia,,,482.86,items,Campaign support,139
223,20,InKind,2023-08-11,True,,Direct,,,800.07,items,Recurring gift,
224,56,Monetary,2025-11-12,False,Year-End Hope,Direct,PHP,593.89,593.89,pesos,Recurring gift,
225,42,Monetary,2024-10-24,False,,Campaign,PHP,650.1,650.1,pesos,Monthly contribution,
226,19,InKind,2025-03-10,False,,Campaign,,,302.29,items,Monthly contribution,
227,3,Monetary,2024-11-18,True,,PartnerReferral,PHP,1053.82,1053.82,pesos,Community outreach support,
228,54,Monetary,2023-04-17,True,Summer of Safety,Event,PHP,721.33,721.33,pesos,Campaign support,
229,11,Monetary,2025-08-21,False,,PartnerReferral,PHP,1170.78,1170.78,pesos,Community outreach support,
230,18,Monetary,2026-01-20,False,,Campaign,PHP,2148.74,2148.74,pesos,Event donation,
231,10,Monetary,2024-12-28,False,,Event,PHP,2103.84,2103.84,pesos,In support of safehouse operations,
232,20,Monetary,2025-05-11,True,Summer of Safety,SocialMedia,PHP,1959.16,1959.16,pesos,Recurring gift,221
233,31,Time,2024-08-28,True,,Direct,,,5.8,hours,Recurring gift,
234,25,Monetary,2023-10-07,True,,Direct,PHP,2104.72,2104.72,pesos,Recurring gift,
235,54,Monetary,2023-08-01,True,,Campaign,PHP,1547.99,1547.99,pesos,Event donation,
236,56,InKind,2026-01-05,False,,Direct,,,388.04,items,Campaign support,
237,4,Monetary,2025-11-24,True,Year-End Hope,Event,PHP,2667.25,2667.25,pesos,Community outreach support,
238,47,Monetary,2025-08-19,False,,Campaign,PHP,4213.58,4213.58,pesos,In support of safehouse operations,
239,4,Monetary,2025-11-23,True,Year-End Hope,Direct,PHP,250.0,250.0,pesos,Monthly contribution,
240,35,Monetary,2024-11-11,False,Year-End Hope,Event,PHP,1650.13,1650.13,pesos,Event donation,
241,35,InKind,2025-12-21,False,,Campaign,,,300.0,items,Campaign support,
242,54,Monetary,2024-09-10,True,,Direct,PHP,419.25,419.25,pesos,Recurring gift,
243,8,Monetary,2025-09-10,True,,SocialMedia,PHP,489.55,489.55,pesos,Community outreach support,508
244,54,InKind,2023-08-05,True,,SocialMedia,,,935.56,items,Campaign support,582
245,40,Monetary,2025-02-06,False,,Event,PHP,1633.61,1633.61,pesos,Event donation,
246,27,Monetary,2024-08-03,False,,Campaign,PHP,2447.64,2447.64,pesos,Monthly contribution,
247,17,InKind,2023-05-23,False,Summer of Safety,Direct,,,567.97,items,Event donation,
248,3,InKind,2025-05-26,True,Summer of Safety,Event,,,756.8,items,Event donation,
249,9,InKind,2025-07-18,False,,Campaign,,,808.8,items,Event donation,
250,1,Monetary,2026-02-19,True,,Campaign,PHP,689.85,689.85,pesos,Community outreach support,
251,35,Monetary,2023-12-20,False,,Event,PHP,2028.9,2028.9,pesos,Recurring gift,
252,27,SocialMedia,2025-08-11,False,,SocialMedia,,,7.39,campaigns,In support of safehouse operations,494
253,21,Time,2023-06-13,False,,Event,,,29.54,hours,Community outreach support,
254,26,Monetary,2023-12-06,True,Year-End Hope,Campaign,PHP,838.21,838.21,pesos,Event donation,
255,31,Monetary,2024-09-03,True,,SocialMedia,PHP,1295.61,1295.61,pesos,In support of safehouse operations,587
256,30,Monetary,2024-11-13,False,Year-End Hope,Campaign,PHP,1504.94,1504.94,pesos,Campaign support,
257,3,InKind,2025-03-31,True,,Campaign,,,671.26,items,Campaign support,
258,35,Monetary,2025-08-28,False,,Direct,PHP,626.97,626.97,pesos,Community outreach support,
259,4,InKind,2024-09-10,True,,Campaign,,,380.15,items,In support of safehouse operations,
260,4,Monetary,2024-04-11,True,Summer of Safety,Campaign,PHP,1017.09,1017.09,pesos,Campaign support,
261,27,Skills,2023-01-16,False,,Campaign,,,5.45,hours,In support of safehouse operations,
262,12,Monetary,2023-04-26,False,,Direct,PHP,683.54,683.54,pesos,Event donation,
263,57,InKind,2025-12-06,False,Year-End Hope,Campaign,,,537.37,items,Recurring gift,
264,34,InKind,2024-02-28,True,,PartnerReferral,,,300.0,items,Community outreach support,
265,32,InKind,2025-08-10,False,,Event,,,344.86,items,Monthly contribution,
266,60,Monetary,2023-07-27,True,Back to School,PartnerReferral,PHP,374.1,374.1,pesos,Event donation,
267,20,Monetary,2023-02-22,True,,Campaign,PHP,694.07,694.07,pesos,Campaign support,
268,29,InKind,2023-11-06,False,Year-End Hope,Event,,,300.0,items,Event donation,
269,33,Monetary,2024-11-15,False,Year-End Hope,SocialMedia,PHP,314.15,314.15,pesos,Monthly contribution,652
270,31,InKind,2023-04-14,True,,Event,,,603.87,items,Community outreach support,
271,12,Monetary,2023-07-16,False,Back to School,Campaign,PHP,1374.79,1374.79,pesos,Community outreach support,
272,36,Monetary,2024-06-15,False,Back to School,Direct,PHP,427.1,427.1,pesos,Recurring gift,
273,54,InKind,2024-05-30,True,Summer of Safety,Campaign,,,547.24,items,Campaign support,
274,29,Monetary,2023-09-03,False,,Event,PHP,1000.5,1000.5,pesos,In support of safehouse operations,
275,25,InKind,2025-03-13,True,,Campaign,,,463.82,items,Recurring gift,
276,9,Monetary,2026-02-03,False,,Direct,PHP,707.04,707.04,pesos,Recurring gift,
277,51,Monetary,2023-10-03,False,,Campaign,PHP,343.6,343.6,pesos,Campaign support,
278,25,Monetary,2024-04-24,True,,Direct,PHP,655.63,655.63,pesos,Event donation,
279,6,Monetary,2024-12-05,False,Year-End Hope,Campaign,PHP,415.11,415.11,pesos,Recurring gift,
280,48,Monetary,2025-11-20,True,Year-End Hope,Direct,PHP,583.05,583.05,pesos,Campaign support,
281,42,Time,2025-11-03,False,GivingTuesday,Direct,,,2.62,hours,Event donation,
282,54,Time,2024-04-28,True,,Direct,,,7.53,hours,Campaign support,
283,54,Monetary,2023-07-02,True,Back to School,SocialMedia,PHP,330.63,330.63,pesos,Campaign support,13
284,31,Skills,2026-02-11,True,,Direct,,,19.4,hours,Monthly contribution,
285,29,InKind,2025-07-17,False,Back to School,SocialMedia,,,564.36,items,Monthly contribution,448
286,9,Monetary,2023-12-29,False,Year-End Hope,Direct,PHP,2496.61,2496.61,pesos,In support of safehouse operations,
287,12,InKind,2024-02-15,False,,SocialMedia,,,736.22,items,Campaign support,383
288,31,Monetary,2025-08-31,True,,Event,PHP,574.32,574.32,pesos,Community outreach support,
289,34,Skills,2024-04-16,True,Summer of Safety,Campaign,,,8.27,hours,Monthly contribution,
290,9,SocialMedia,2023-03-18,False,,SocialMedia,,,11.61,campaigns,Community outreach support,159
291,20,Monetary,2025-04-08,True,Summer of Safety,PartnerReferral,PHP,386.0,386.0,pesos,Community outreach support,
292,35,InKind,2023-06-12,False,Back to School,Direct,,,315.92,items,Event donation,
293,2,InKind,2025-05-08,False,,SocialMedia,,,372.94,items,Recurring gift,221
294,51,Time,2025-12-14,False,Year-End Hope,Campaign,,,20.96,hours,Event donation,
295,1,Monetary,2023-07-01,True,,Event,PHP,663.94,663.94,pesos,Community outreach support,
296,33,Monetary,2024-07-10,False,Back to School,SocialMedia,PHP,573.6,573.6,pesos,In support of safehouse operations,561
297,51,Monetary,2026-02-02,False,,SocialMedia,PHP,320.08,320.08,pesos,Campaign support,528
298,49,InKind,2026-01-22,False,,Direct,,,659.78,items,Campaign support,
299,59,InKind,2025-10-02,False,,PartnerReferral,,,300.0,items,In support of safehouse operations,
300,53,Monetary,2023-12-17,False,Year-End Hope,Event,PHP,2263.85,2263.85,pesos,Recurring gift,
301,1,Time,2025-12-30,True,Year-End Hope,Event,,,2.2,hours,Community outreach support,
302,6,Monetary,2025-11-23,False,Year-End Hope,SocialMedia,PHP,1151.33,1151.33,pesos,In support of safehouse operations,200
303,8,Monetary,2024-07-14,True,Back to School,Event,PHP,1752.44,1752.44,pesos,Campaign support,
304,47,InKind,2025-10-03,False,,Event,,,300.0,items,Recurring gift,
305,24,Skills,2025-03-12,True,,Direct,,,20.46,hours,Recurring gift,
306,16,InKind,2023-09-18,False,,PartnerReferral,,,350.19,items,Monthly contribution,
307,48,Monetary,2024-06-30,True,Back to School,Direct,PHP,454.01,454.01,pesos,Community outreach support,
308,13,InKind,2026-01-01,False,,Direct,,,300.0,items,Monthly contribution,
309,44,InKind,2023-11-19,True,Year-End Hope,Direct,,,300.0,items,Event donation,
310,45,SocialMedia,2023-07-06,True,,SocialMedia,,,5.72,campaigns,Campaign support,480
311,31,Monetary,2025-09-23,True,,Campaign,PHP,329.09,329.09,pesos,Monthly contribution,
312,7,InKind,2024-11-29,True,,Campaign,,,300.0,items,Monthly contribution,
313,20,InKind,2023-12-16,True,Year-End Hope,Direct,,,308.93,items,Campaign support,
314,31,Monetary,2025-12-03,True,Year-End Hope,PartnerReferral,PHP,512.03,512.03,pesos,In support of safehouse operations,
315,22,InKind,2025-10-18,False,,Campaign,,,1082.01,items,Community outreach support,
316,26,Time,2024-07-22,True,Back to School,SocialMedia,,,22.26,hours,Campaign support,174
317,39,Time,2024-10-13,False,,SocialMedia,,,25.93,hours,Community outreach support,211
318,24,Monetary,2025-06-16,True,,PartnerReferral,PHP,310.5,310.5,pesos,Recurring gift,
319,27,Monetary,2026-02-18,False,,Campaign,PHP,393.31,393.31,pesos,Campaign support,
320,54,InKind,2023-04-03,True,Summer of Safety,Event,,,506.71,items,Campaign support,
321,33,Monetary,2024-10-25,False,,Direct,PHP,690.98,690.98,pesos,Community outreach support,
322,18,InKind,2025-07-17,False,Back to School,Campaign,,,516.29,items,Event donation,
323,60,Monetary,2024-04-08,True,Summer of Safety,Event,PHP,416.0,416.0,pesos,Monthly contribution,
324,4,Monetary,2023-11-07,True,GivingTuesday,SocialMedia,PHP,825.99,825.99,pesos,Monthly contribution,421
325,42,Time,2025-11-08,False,Year-End Hope,Direct,,,28.61,hours,Campaign support,
326,31,Monetary,2023-03-01,True,,Event,PHP,836.51,836.51,pesos,Community outreach support,
327,39,InKind,2023-07-13,False,Back to School,Direct,,,811.72,items,Campaign support,
328,25,Monetary,2024-01-27,True,,PartnerReferral,PHP,776.19,776.19,pesos,Monthly contribution,
329,26,Monetary,2024-06-22,True,,Campaign,PHP,770.34,770.34,pesos,Campaign support,
330,47,Monetary,2024-03-17,False,,Campaign,PHP,716.84,716.84,pesos,In support of safehouse operations,
331,31,InKind,2023-10-03,True,,Event,,,531.11,items,Event donation,
332,17,Time,2025-03-15,False,,Direct,,,12.85,hours,Recurring gift,
333,54,Monetary,2023-05-29,True,Summer of Safety,PartnerReferral,PHP,789.3,789.3,pesos,Campaign support,
334,60,Monetary,2023-04-12,True,,Event,PHP,905.01,905.01,pesos,In support of safehouse operations,
335,31,Monetary,2023-03-20,True,,SocialMedia,PHP,571.69,571.69,pesos,Campaign support,511
336,6,Monetary,2023-05-05,False,Summer of Safety,SocialMedia,PHP,395.88,395.88,pesos,Recurring gift,530
337,38,InKind,2024-09-17,True,,Direct,,,471.54,items,Recurring gift,
338,10,Monetary,2025-02-07,False,,PartnerReferral,PHP,250.0,250.0,pesos,Campaign support,
339,14,Time,2023-12-25,False,Year-End Hope,PartnerReferral,,,27.12,hours,Event donation,
340,41,Time,2025-01-23,False,,PartnerReferral,,,9.31,hours,Event donation,
341,8,Monetary,2023-03-22,True,,SocialMedia,PHP,1420.95,1420.95,pesos,In support of safehouse operations,431
342,3,InKind,2024-10-08,True,,Campaign,,,993.12,items,Monthly contribution,
343,18,Monetary,2023-05-08,False,Summer of Safety,SocialMedia,PHP,413.2,413.2,pesos,Monthly contribution,244
344,4,Monetary,2025-08-12,True,,Direct,PHP,741.25,741.25,pesos,Monthly contribution,
345,7,Monetary,2025-11-24,True,GivingTuesday,Direct,PHP,1940.26,1940.26,pesos,Recurring gift,
346,9,Monetary,2024-09-27,False,,PartnerReferral,PHP,1604.35,1604.35,pesos,Recurring gift,
347,46,Time,2025-07-05,False,,SocialMedia,,,13.89,hours,Monthly contribution,223
348,49,InKind,2025-07-14,False,,Campaign,,,988.59,items,Community outreach support,
349,48,InKind,2024-12-02,True,Year-End Hope,Campaign,,,452.59,items,Monthly contribution,
350,27,Monetary,2023-12-22,False,Year-End Hope,SocialMedia,PHP,1215.82,1215.82,pesos,Campaign support,61
351,38,Monetary,2024-11-14,True,Year-End Hope,Campaign,PHP,1011.86,1011.86,pesos,Recurring gift,
352,45,Monetary,2023-04-09,True,Summer of Safety,PartnerReferral,PHP,392.09,392.09,pesos,Community outreach support,
353,1,Monetary,2023-12-20,True,,Direct,PHP,2628.14,2628.14,pesos,Community outreach support,
354,18,SocialMedia,2025-04-20,False,Summer of Safety,PartnerReferral,,,11.56,campaigns,Event donation,
355,26,Skills,2025-11-20,True,GivingTuesday,SocialMedia,,,10.67,hours,In support of safehouse operations,200
356,38,InKind,2023-01-10,True,,Campaign,,,612.89,items,Community outreach support,
357,3,Monetary,2025-06-25,True,Back to School,PartnerReferral,PHP,2133.99,2133.99,pesos,Recurring gift,
358,52,Monetary,2023-06-02,True,Back to School,Campaign,PHP,803.96,803.96,pesos,In support of safehouse operations,
359,20,Monetary,2025-04-26,True,,Event,PHP,1014.67,1014.67,pesos,In support of safehouse operations,
360,7,Skills,2023-01-27,True,,Campaign,,,9.67,hours,Monthly contribution,
361,59,Monetary,2023-03-08,False,,SocialMedia,PHP,695.6,695.6,pesos,Monthly contribution,482
362,3,Monetary,2024-12-08,True,Year-End Hope,Event,PHP,585.24,585.24,pesos,Recurring gift,
363,52,Monetary,2024-09-17,True,,Campaign,PHP,1812.47,1812.47,pesos,In support of safehouse operations,
364,46,Monetary,2025-09-02,False,,SocialMedia,PHP,762.84,762.84,pesos,In support of safehouse operations,216
365,52,SocialMedia,2023-05-18,True,,Direct,,,11.16,campaigns,In support of safehouse operations,
366,2,Monetary,2023-08-07,False,,Event,PHP,915.05,915.05,pesos,In support of safehouse operations,
367,41,InKind,2023-06-08,False,Back to School,Campaign,,,300.82,items,Recurring gift,
368,20,Monetary,2023-03-30,True,,Campaign,PHP,536.82,536.82,pesos,Event donation,
369,34,Monetary,2024-02-07,True,,Campaign,PHP,1076.59,1076.59,pesos,Community outreach support,
370,55,Monetary,2025-06-16,False,Back to School,Direct,PHP,2499.74,2499.74,pesos,Recurring gift,
371,8,Monetary,2025-12-22,True,,Direct,PHP,2310.53,2310.53,pesos,Recurring gift,
372,54,Monetary,2024-06-22,True,,Campaign,PHP,250.0,250.0,pesos,Recurring gift,
373,58,SocialMedia,2023-11-02,False,GivingTuesday,Event,,,4.01,campaigns,Community outreach support,
374,2,Monetary,2023-03-08,False,,Direct,PHP,2565.03,2565.03,pesos,Campaign support,
375,43,Monetary,2024-01-02,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
376,13,Monetary,2025-04-07,False,,Event,PHP,724.07,724.07,pesos,Campaign support,
377,3,Skills,2024-08-28,True,,Event,,,15.53,hours,Monthly contribution,
378,26,Monetary,2024-06-08,True,,SocialMedia,PHP,1136.62,1136.62,pesos,Event donation,572
379,3,Monetary,2023-02-22,True,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
380,5,Monetary,2024-12-13,False,Year-End Hope,Campaign,PHP,1399.62,1399.62,pesos,Community outreach support,
381,8,Monetary,2023-07-14,True,Back to School,Event,PHP,538.65,538.65,pesos,Event donation,
382,42,Monetary,2024-11-25,False,Year-End Hope,Campaign,PHP,748.26,748.26,pesos,Campaign support,
383,50,Monetary,2025-07-08,False,,Campaign,PHP,1510.6,1510.6,pesos,Event donation,
384,29,Monetary,2025-10-08,False,,SocialMedia,PHP,1878.65,1878.65,pesos,Event donation,583
385,25,InKind,2023-06-02,True,,Direct,,,519.42,items,Community outreach support,
386,22,InKind,2026-02-11,False,,SocialMedia,,,642.58,items,Event donation,93
387,52,Monetary,2024-08-04,True,,PartnerReferral,PHP,541.33,541.33,pesos,Monthly contribution,
388,41,InKind,2023-10-15,False,,Event,,,511.42,items,Recurring gift,
389,20,InKind,2023-11-05,True,GivingTuesday,Campaign,,,300.0,items,Community outreach support,
390,7,Monetary,2025-02-04,True,,Event,PHP,361.97,361.97,pesos,In support of safehouse operations,
391,35,SocialMedia,2025-03-19,False,,SocialMedia,,,2.5,campaigns,Monthly contribution,374
392,34,Time,2023-10-31,True,,PartnerReferral,,,39.4,hours,Campaign support,
393,10,InKind,2023-12-13,False,Year-End Hope,Event,,,300.0,items,Event donation,
394,32,Monetary,2025-11-18,False,,Campaign,PHP,1162.17,1162.17,pesos,Event donation,
395,22,Monetary,2025-10-27,False,,SocialMedia,PHP,1078.99,1078.99,pesos,Monthly contribution,83
396,33,Time,2023-07-25,False,Back to School,Direct,,,39.15,hours,Community outreach support,
397,27,InKind,2023-10-11,False,,Event,,,583.43,items,Community outreach support,
398,31,Monetary,2024-04-30,True,Summer of Safety,Event,PHP,280.87,280.87,pesos,Monthly contribution,
399,3,Monetary,2024-09-23,True,,Campaign,PHP,972.26,972.26,pesos,Monthly contribution,
400,26,Monetary,2026-01-20,True,,Campaign,PHP,379.25,379.25,pesos,In support of safehouse operations,
401,46,SocialMedia,2024-08-26,False,,PartnerReferral,,,3.63,campaigns,Monthly contribution,
402,35,InKind,2023-12-19,False,Year-End Hope,SocialMedia,,,382.94,items,Monthly contribution,627
403,31,Monetary,2025-07-04,True,Back to School,Event,PHP,291.03,291.03,pesos,Recurring gift,
404,60,Monetary,2025-05-29,True,Summer of Safety,Campaign,PHP,835.01,835.01,pesos,Recurring gift,
405,24,SocialMedia,2023-08-15,True,,Event,,,7.09,campaigns,Campaign support,
406,21,Time,2024-11-06,False,GivingTuesday,PartnerReferral,,,20.59,hours,Event donation,
407,58,Monetary,2024-01-17,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
408,57,Monetary,2023-12-05,False,,Campaign,PHP,1194.06,1194.06,pesos,Campaign support,
409,43,Monetary,2025-01-12,False,,SocialMedia,PHP,697.94,697.94,pesos,Monthly contribution,709
410,54,InKind,2023-08-18,True,,Campaign,,,478.06,items,Campaign support,
411,49,SocialMedia,2023-12-01,False,Year-End Hope,PartnerReferral,,,4.61,campaigns,Campaign support,
412,38,Time,2026-01-12,True,,Event,,,32.89,hours,Monthly contribution,
413,45,Monetary,2025-11-27,True,Year-End Hope,Direct,PHP,469.23,469.23,pesos,In support of safehouse operations,
414,4,InKind,2024-10-14,True,,SocialMedia,,,420.23,items,Community outreach support,211
415,26,SocialMedia,2026-01-13,True,,Campaign,,,10.8,campaigns,Recurring gift,
416,20,Monetary,2023-02-03,True,,Campaign,PHP,1121.08,1121.08,pesos,Campaign support,
417,19,Monetary,2023-01-13,False,,Direct,PHP,349.66,349.66,pesos,Event donation,
418,54,Monetary,2025-03-08,True,,Campaign,PHP,1924.57,1924.57,pesos,Campaign support,
419,45,InKind,2024-10-29,True,,Campaign,,,677.83,items,Recurring gift,
420,49,InKind,2025-12-09,False,Year-End Hope,Event,,,300.0,items,Monthly contribution,
